timestamp,mse_att,mae_att,smape_att,nrmse_att,mse_rep,mae_rep,smape_rep,nrmse_rep
2025/09/08 09:05,0.003759055106475768,0.029715315792095173,51.73657602407263,3.018339644205125,0.00031031993058273265,0.012939085227925615,36.938147079254364,0.8857231322915107
2025/09/08 09:10,0.04643692413986956,0.05596137648656926,52.1505712913785,14.442061133828798,0.00034180203011858096,0.014029270760147483,42.02202185209545,0.9221152856989198
2025/09/08 09:15,0.004623410813848974,0.028750179311550203,48.92067140705948,3.534682741077299,0.0003334001040967085,0.013946357544733069,41.40722449422405,0.9123692786569375
2025/09/08 09:20,0.000624455269296581,0.017406281927441744,39.24028953891183,1.18345301348808,0.0003456035806067993,0.014229728099773334,40.46182386684561,0.8942158567837857
2025/09/08 09:25,0.008607613474703894,0.035898586323229315,54.13598770211113,4.473647654724874,0.00035151179015469904,0.014542975720056953,45.4135077029277,0.9137929968108924
2025/09/08 09:30,0.008794616763972647,0.04116270308966503,55.65667105604226,7.00811930695988,0.0004723452595242512,0.017152657033875585,46.78101295956709,1.0885420747263743
2025/09/08 09:35,0.0067140343904192505,0.04362738827924457,60.9546232517006,3.8678655814170897,0.0003772112517020997,0.015396970257117774,47.826566520001606,0.9521819777124199
2025/09/08 09:40,0.009289910144834457,0.03616403570379134,44.92283513924039,5.74188729600281,0.0002782554741071563,0.012776791933737918,36.46083775018851,0.8510388096777779
2025/09/08 09:45,0.000610358917904239,0.018921189737637987,50.92546298334787,1.2954938716816993,0.00041827045130755116,0.015850212022895802,42.177701036658306,1.02308347109033
2025/09/08 09:50,0.0456958651792263,0.05708333353403658,59.61161292635152,14.37218057836915,0.00041276333004400376,0.015207865445619164,39.40912405561665,1.0186020208215794
2025/09/08 09:55,0.006840237412453418,0.04259863729276327,51.70606688938846,3.8327225449877615,0.0004357413367208452,0.016290748716705314,40.67580753905244,1.0379223048770019
2025/09/08 10:00,0.005854034741471989,0.034685747742009373,51.60732411998706,8.183635837069351,0.0003771744094934023,0.015351466940854961,40.11293057759706,1.0144923628632938
2025/09/08 10:05,0.008665185029660315,0.036860459193020584,49.615059205294784,5.103085457400413,0.0003101526522164827,0.012782751361050436,36.228848968678776,0.9054919144187834
2025/09/08 10:10,0.0026352323753891125,0.034580400383422076,53.66563980577956,3.499171348072351,0.0003201094372087608,0.013952482181897116,39.37119116257696,0.9544261116757617
2025/09/08 10:15,0.0020234247802656652,0.025272839760065027,44.8217056430128,2.2428814963448374,0.0003627646286426764,0.014576763326557638,34.980497094736755,1.0330727664570045
2025/09/08 10:20,0.02511365296833816,0.08120157952440524,64.44143310059559,21.171940934518943,0.0002906830435691075,0.012992775789598454,37.60421329441206,0.8880446790161997
2025/09/08 10:25,0.004523752489556106,0.035083508363742216,56.63274600706703,3.4718756004064857,0.0003725482806738137,0.015049437857063216,41.90147599209632,0.9729444512979954
2025/09/08 10:30,0.003756696044975641,0.03277024163334216,46.644290739067806,3.199311797049162,0.00034144593533089076,0.014288892333247026,42.806337576914665,0.9174376168328315
